     1000	2017-08-17 11:19:37	1	0	15	0
     1000	2017-08-17 11:19:40	1	0	15	0
     1000	2017-08-17 11:19:42	1	0	15	0
     1000	2017-08-17 11:19:45	1	0	15	0
     1000	2017-08-17 11:19:47	1	0	15	0
     1000	2017-08-17 11:19:50	1	0	15	0
     1000	2017-08-17 11:20:06	1	0	15	0
     1000	2017-08-17 11:26:19	1	0	1	0
     1003	2017-08-17 11:30:54	1	0	15	0
     1003	2017-08-17 11:30:57	1	0	15	0
     1003	2017-08-17 11:30:59	1	0	15	0
     1003	2017-08-17 11:35:14	1	0	1	0
     1000	2017-08-17 11:35:28	1	0	1	0
     1000	2017-08-17 11:35:44	1	0	1	0
     1003	2017-08-17 11:35:47	1	0	15	0
     1003	2017-08-17 11:35:55	1	0	15	0
     1003	2017-08-17 11:35:58	1	0	15	0
     1000	2017-08-17 11:36:34	1	0	1	0
     1000	2017-08-17 11:37:16	1	0	1	0
     1003	2017-08-17 12:53:59	1	0	1	0
     1003	2017-08-17 12:56:42	1	0	1	0
     1000	2017-08-17 12:59:14	1	0	1	0
     1003	2017-08-17 12:59:27	1	0	15	0
     1003	2017-08-17 13:00:40	1	0	15	0
     1003	2017-08-17 14:53:45	1	0	15	0
     1003	2017-08-17 14:54:03	1	0	15	0
     1003	2017-08-17 14:55:57	1	0	15	0
     1003	2017-08-17 15:38:39	1	0	15	0
     1003	2017-08-17 15:39:37	1	0	15	0
     1000	2017-08-18 11:19:25	1	0	1	0
     1000	2017-08-18 11:21:13	1	0	1	0
     1000	2017-08-18 11:24:26	1	0	15	0
     1000	2017-08-18 11:38:10	1	1	1	0
     1000	2017-08-18 12:39:14	1	0	15	0
     1000	2017-08-18 12:39:34	1	0	1	0
     1000	2017-08-18 14:38:33	1	0	15	0
     1003	2017-08-18 14:41:24	1	0	15	0
     1000	2017-08-18 14:42:19	1	3	1	0
     1000	2017-08-18 15:57:41	1	0	1	0
     1000	2017-08-18 15:57:45	1	0	1	0
        1	2017-08-28 12:35:39	1	0	15	0
        1	2017-08-28 12:35:44	1	0	15	0
        1	2017-08-28 12:35:47	1	0	15	0
        1	2017-08-28 12:35:50	1	0	15	0
        1	2017-08-28 12:35:52	1	0	15	0
        1	2017-08-28 12:35:55	1	0	15	0
        1	2017-08-28 12:35:58	1	0	15	0
        1	2017-08-28 12:36:00	1	0	15	0
        1	2017-08-28 12:36:03	1	0	15	0
        1	2017-08-28 12:36:06	1	0	15	0
        1	2017-08-28 12:36:33	1	0	15	0
        1	2017-08-28 12:36:44	1	0	15	0
        1	2017-08-28 12:37:39	1	0	15	0
        1	2017-08-28 12:37:41	1	0	15	0
        1	2017-08-28 12:37:44	1	0	15	0
        1	2017-08-28 12:37:48	1	0	15	0
        1	2017-08-28 12:37:54	1	0	15	0
        1	2017-08-28 12:38:07	1	0	15	0
        1	2017-08-28 12:38:15	1	0	15	0
        1	2017-08-28 12:38:18	1	0	15	0
        1	2017-08-28 12:38:21	1	0	15	0
        1	2017-08-28 12:38:29	1	0	15	0
        1	2017-08-28 12:38:35	1	0	15	0
        1	2017-08-28 12:38:40	1	0	15	0
        1	2017-08-28 12:38:48	1	0	15	0
        1	2017-08-28 12:38:50	1	0	15	0
        1	2017-08-28 12:38:53	1	0	15	0
        1	2017-08-28 12:38:56	1	0	15	0
        1	2017-08-28 12:39:02	1	0	15	0
        1	2017-08-28 12:39:07	1	0	15	0
        1	2017-08-28 12:39:12	1	0	15	0
        1	2017-08-28 12:39:18	1	0	15	0
        1	2017-08-28 12:39:26	1	0	15	0
        1	2017-08-28 12:39:33	1	0	15	0
        1	2017-08-28 12:39:36	1	0	15	0
        1	2017-08-28 12:39:39	1	0	15	0
        1	2017-08-28 12:39:41	1	0	15	0
        1	2017-08-28 12:39:44	1	0	15	0
        1	2017-08-28 12:39:47	1	0	15	0
        1	2017-08-28 12:39:50	1	0	15	0
        1	2017-08-28 12:39:52	1	0	15	0
        1	2017-08-28 12:40:22	1	0	15	0
        1	2017-08-28 12:40:29	1	0	15	0
        1	2017-08-28 12:40:37	1	0	15	0
        1	2017-08-28 12:40:44	1	0	15	0
        1	2017-08-28 12:40:47	1	0	15	0
        1	2017-08-28 12:40:50	1	0	15	0
        1	2017-08-28 12:40:55	1	0	15	0
        1	2017-08-28 12:40:59	1	0	15	0
        1	2017-08-28 12:41:04	1	0	15	0
        1	2017-08-28 12:41:07	1	0	15	0
        1	2017-08-28 12:41:10	1	0	15	0
        1	2017-08-28 12:41:13	1	0	15	0
        1	2017-08-28 12:41:15	1	0	15	0
        1	2017-08-28 12:42:14	1	0	15	0
        1	2017-08-28 12:44:19	1	0	15	0
        1	2017-08-28 12:44:52	1	0	15	0
        1	2017-08-28 12:45:34	1	0	15	0
        1	2017-08-28 12:45:37	1	0	15	0
        1	2017-08-28 12:45:40	1	0	15	0
        1	2017-08-28 12:45:56	1	0	15	0
        1	2017-08-28 12:46:18	1	0	15	0
        1	2017-08-28 12:46:21	1	0	15	0
        1	2017-08-28 12:50:03	1	0	15	0
        1	2017-08-28 13:01:49	1	0	15	0
        1	2017-08-28 13:01:52	1	0	15	0
        1	2017-08-28 13:01:54	1	0	15	0
        1	2017-08-28 13:01:57	1	0	15	0
        1	2017-08-28 13:07:18	1	0	15	0
        1	2017-08-28 13:07:42	1	0	15	0
        1	2017-08-28 13:11:21	1	0	15	0
        1	2017-08-28 13:11:24	1	0	15	0
        1	2017-08-28 13:11:27	1	0	15	0
        1	2017-08-28 13:11:30	1	0	15	0
        1	2017-08-28 13:11:33	1	0	15	0
        1	2017-08-28 13:11:36	1	0	15	0
        1	2017-08-28 13:11:38	1	0	15	0
        1	2017-08-28 13:11:54	1	0	15	0
        1	2017-08-29 09:59:30	1	0	15	0
        1	2017-08-29 09:59:33	1	0	15	0
        1	2017-08-29 09:59:36	1	0	15	0
        1	2017-08-29 09:59:38	1	0	15	0
        1	2017-08-29 09:59:46	1	0	15	0
        1	2017-08-29 09:59:48	1	0	15	0
        1	2017-08-29 09:59:51	1	0	15	0
        1	2017-08-29 10:00:17	1	0	15	0
        1	2017-08-29 10:00:22	1	0	15	0
        1	2017-08-29 10:00:29	1	0	15	0
        1	2017-08-29 10:00:35	1	0	15	0
        1	2017-08-29 10:00:40	1	0	15	0
        1	2017-08-29 10:00:57	1	0	15	0
        1	2017-08-29 10:01:05	1	0	15	0
        1	2017-08-29 10:01:12	1	0	15	0
        1	2017-08-29 10:01:15	1	0	15	0
        1	2017-08-29 10:01:22	1	0	15	0
        1	2017-08-29 10:01:25	1	0	15	0
        1	2017-08-29 10:01:28	1	0	15	0
        1	2017-08-29 10:01:30	1	0	15	0
        1	2017-08-29 10:02:54	1	0	15	0
        1	2017-08-29 10:03:10	1	0	15	0
        1	2017-08-29 10:03:17	1	0	15	0
        1	2017-08-29 10:03:22	1	0	15	0
        1	2017-08-29 11:45:49	1	0	15	0
        1	2017-08-29 11:48:21	1	0	15	0
     1123	2017-08-29 11:58:07	1	0	15	0
     1123	2017-08-29 11:58:09	1	0	15	0
     1123	2017-08-29 11:58:12	1	0	15	0
     1123	2017-08-29 11:58:14	1	0	15	0
     1123	2017-08-29 11:58:55	1	0	15	0
     1123	2017-08-29 11:58:57	1	0	15	0
     1123	2017-08-29 11:59:00	1	0	15	0
     1123	2017-08-29 11:59:34	1	0	15	0
     1123	2017-08-29 11:59:37	1	0	15	0
     1123	2017-08-29 11:59:40	1	0	15	0
     1123	2017-08-29 11:59:44	1	0	15	0
     1123	2017-08-29 11:59:48	1	0	15	0
     1123	2017-08-29 11:59:50	1	0	15	0
     1123	2017-08-29 11:59:53	1	0	15	0
     1123	2017-08-29 11:59:56	1	0	15	0
     1123	2017-08-29 11:59:59	1	0	15	0
     1123	2017-08-29 12:00:03	1	0	15	0
     1123	2017-08-29 12:00:05	1	0	15	0
     1123	2017-08-29 12:00:13	1	0	15	0
     1123	2017-08-29 12:00:16	1	0	15	0
     1123	2017-08-29 12:00:19	1	0	15	0
     1123	2017-08-29 12:00:22	1	0	15	0
     1123	2017-08-29 12:00:24	1	0	15	0
     1123	2017-08-29 12:00:37	1	0	15	0
     1123	2017-08-29 12:02:11	1	0	15	0
     1123	2017-08-29 12:03:07	1	0	15	0
     1123	2017-08-29 12:03:10	1	0	15	0
     1123	2017-08-29 12:03:13	1	0	15	0
     1123	2017-08-29 12:03:16	1	0	15	0
     1123	2017-08-29 12:03:19	1	0	15	0
     1123	2017-08-29 12:03:21	1	0	15	0
     1123	2017-08-29 12:03:25	1	0	15	0
     1123	2017-08-29 12:03:32	1	0	15	0
     1123	2017-08-29 12:05:49	1	0	15	0
     1123	2017-08-29 12:05:52	1	0	15	0
     1123	2017-08-29 12:06:01	1	0	15	0
     1123	2017-08-29 12:06:14	1	0	15	0
     1123	2017-08-29 12:06:54	1	0	15	0
     1123	2017-08-29 12:07:04	1	0	15	0
     1123	2017-08-29 12:07:13	1	0	15	0
     1123	2017-08-29 12:07:20	1	0	15	0
     1123	2017-08-29 12:07:26	1	0	15	0
     1123	2017-08-29 12:07:34	1	0	15	0
     1123	2017-08-29 12:07:43	1	0	15	0
     1123	2017-08-29 12:07:51	1	0	15	0
     1123	2017-08-29 12:07:55	1	0	15	0
     1123	2017-08-29 12:08:03	1	0	15	0
     1123	2017-08-29 12:08:13	1	0	15	0
     1123	2017-08-29 12:08:19	1	0	15	0
     1123	2017-08-29 12:08:25	1	0	15	0
     1123	2017-08-29 12:08:31	1	0	15	0
     1123	2017-08-29 12:08:41	1	0	15	0
     1123	2017-08-29 12:08:45	1	0	15	0
     1123	2017-08-29 12:08:50	1	0	15	0
     1123	2017-08-29 12:08:57	1	0	15	0
     1123	2017-08-29 12:09:01	1	0	15	0
     1123	2017-08-29 12:09:12	1	0	15	0
     1123	2017-08-29 12:09:23	1	0	15	0
     1123	2017-08-29 12:09:26	1	0	15	0
     1123	2017-08-29 12:09:32	1	0	15	0
     1123	2017-08-29 12:09:35	1	0	15	0
     1123	2017-08-29 12:09:42	1	0	15	0
     1123	2017-08-29 12:09:58	1	0	15	0
     1123	2017-08-29 12:10:09	1	0	15	0
     1123	2017-08-29 12:10:17	1	0	15	0
     1123	2017-08-29 12:10:21	1	0	15	0
     1123	2017-08-29 12:15:56	1	0	15	0
     1123	2017-08-29 12:16:00	1	0	15	0
     1123	2017-08-29 12:16:05	1	0	15	0
     1123	2017-08-29 12:16:08	1	0	15	0
     1123	2017-08-29 12:16:29	1	0	15	0
     1123	2017-08-29 12:16:39	1	0	15	0
     1123	2017-08-29 12:16:46	1	0	15	0
     1123	2017-08-29 12:16:49	1	0	15	0
     1123	2017-08-29 12:16:58	1	0	15	0
     1123	2017-08-29 12:17:04	1	0	15	0
     1123	2017-08-29 12:17:09	1	0	15	0
     1123	2017-08-29 12:17:13	1	0	15	0
     1123	2017-08-29 12:17:16	1	0	15	0
     1123	2017-08-29 12:17:24	1	0	15	0
     1123	2017-08-29 12:17:27	1	0	15	0
     1123	2017-08-29 12:17:31	1	0	15	0
     1123	2017-08-29 12:17:36	1	0	15	0
     1123	2017-08-29 12:17:41	1	0	15	0
     1123	2017-08-29 12:17:53	1	0	15	0
     1123	2017-08-29 12:17:57	1	0	15	0
     1123	2017-08-29 12:18:09	1	0	15	0
     1123	2017-08-29 12:18:15	1	0	15	0
     1123	2017-08-29 12:18:18	1	0	15	0
     1123	2017-08-29 12:18:22	1	0	15	0
     1123	2017-08-29 12:19:30	1	0	15	0
     1123	2017-08-29 12:19:39	1	0	15	0
     1123	2017-08-29 12:19:44	1	0	15	0
     1123	2017-08-29 12:19:52	1	0	15	0
     1123	2017-08-29 12:19:59	1	0	15	0
     1123	2017-08-29 12:20:03	1	0	15	0
     1123	2017-08-29 12:20:07	1	0	15	0
     1123	2017-08-29 12:20:22	1	0	15	0
     1123	2017-08-29 12:20:27	1	0	15	0
     1123	2017-08-29 12:20:30	1	0	15	0
     1123	2017-08-29 12:20:40	1	0	15	0
     1123	2017-08-29 12:20:45	1	0	15	0
